id_servizio,id_categoria,descrizione,disabilita
160,8,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,true
161,7,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,false
162,1,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,false
163,7,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse,true
164,3,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,true
165,1,nam dui proin leo odio porttitor id consequat in consequat,false
166,7,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,false
167,6,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,true
168,7,libero nam dui proin leo odio porttitor id consequat in consequat,false
169,2,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,false
170,3,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,false
171,6,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,true
172,3,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,true
173,8,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,true
174,4,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,false
175,6,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,true
176,4,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,false
177,7,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,false
178,4,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus,false
179,6,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,false
180,3,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec,false
181,2,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,false
182,4,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,false
183,8,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,false
184,7,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,false
185,1,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,false
186,7,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,false
187,6,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,true
188,5,est phasellus sit amet erat nulla tempus vivamus in felis,true
189,6,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,false
190,8,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,false
191,10,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,false
192,4,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,false
193,8,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,false
194,2,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,true
195,2,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,false
196,9,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,false
197,5,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,false
198,6,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,true
199,3,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,false
200,5,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,false
201,1,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,true
202,9,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,false
203,10,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,true
204,6,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,true
205,3,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,true
206,7,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,true
207,9,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,false
208,5,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,true
209,3,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,true
210,9,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,true
211,6,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,false
212,2,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,true
213,6,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,false
214,8,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,false
215,9,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,false
216,7,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,false
217,5,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,true
218,1,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,false
219,2,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,true
220,3,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,true
221,7,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,true
222,10,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,true
223,6,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,true
224,10,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,true
225,9,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,true
226,1,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,true
227,3,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,false
228,7,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,true
229,9,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,false
230,3,urna ut tellus nulla ut erat id mauris vulputate elementum,false
231,6,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,true
232,1,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,false
233,1,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,true
234,1,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,true
235,9,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,true
236,8,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,true
237,9,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,false
238,7,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,true
239,6,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,false
240,7,quis turpis sed ante vivamus tortor duis mattis egestas metus,true
241,2,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,true
242,5,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,true
243,7,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,false
244,9,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,false
245,4,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,false
246,10,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,true
247,8,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,false
248,3,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,false
249,3,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,true
250,9,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,false
251,7,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,true
252,5,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,true
253,10,venenatis lacinia aenean sit amet justo morbi ut odio cras mi,false
254,3,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,false
255,3,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,false
256,1,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,true
257,6,et commodo vulputate justo in blandit ultrices enim lorem ipsum,false
258,3,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,true
259,5,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,true
260,2,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,true
261,9,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,false
262,4,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,true
263,1,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,true
264,8,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,true
265,4,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,true
266,2,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,false
267,6,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,false
268,6,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,true
269,2,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,true
270,7,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,false
271,10,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,false
272,10,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,false
273,1,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,true
274,7,odio in hac habitasse platea dictumst maecenas ut massa quis augue,false
275,5,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,false
276,9,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,false
277,1,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,true
278,6,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,true
279,9,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,false
280,5,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,false
281,9,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,true
282,8,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,true
283,2,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,true
284,2,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,false
285,3,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,false
286,8,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,false
287,10,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,true
288,6,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,true
289,2,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,false
290,9,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,true
291,5,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,true
292,6,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,true
293,10,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,false
294,6,nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,true
295,2,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,true
296,5,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,true
